context,seq,type,actor,arg,text.ko,text.en,dialogue_id,when,effects,sync,scene_id,dataset_id,row_id,parent_id,parent_field,source_order,template_id
d1_tutorial_chris,40,say,chris,default,"<world>스터</world>는 믹싱 글라스에 재료를 넣고 바 스푼으로 천천히 저어 만드는 방법이다.
재료를 강하게 섞을 필요가 없거나, 향과 맛을 섬세하게 살릴 때 자주 사용해.","<world>Stirring</world> means adding the ingredients to a mixing glass and slowly stirring with a bar spoon.
Use it when the mix doesn't need force, or when the aroma and flavor should stay delicate.",dlg_d1_tutorial_chris_038,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_038,scene_d1_tutorial_chris,steps,38,steps_format_02
d1_tutorial_chris,41,say,chris,default,"<world>빌드</world>는 완성 잔에 재료를 직접 넣어서 만드는 방식이다.
자연스럽게 섞이는 재료나 탄산이 들어가는 칵테일에 주로 사용하지.","<world>Building</world> means pouring the ingredients straight into the serving glass.
It's for things that blend on their own, or anything with carbonation.",dlg_d1_tutorial_chris_039,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_039,scene_d1_tutorial_chris,steps,39,steps_format_02
d1_tutorial_chris,42,say,chris,default,여기까지 이해했나.,Following so far?,dlg_d1_tutorial_chris_040,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_040,scene_d1_tutorial_chris,steps,40,steps_format_02
d1_tutorial_chris,43,say,luna,default,평범한 사람이라면 전부 기억하기 힘들 것 같습니다.,An ordinary person would struggle to remember all of this.,dlg_d1_tutorial_chris_041,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_041,scene_d1_tutorial_chris,steps,41,steps_format_02
d1_tutorial_chris,44,say,chris,default,그래. 그래도 넌 <world>평범한 사람</world>이 아니잖아.,"Right. But then, you're no <world>ordinary person</world>.",dlg_d1_tutorial_chris_042,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_042,scene_d1_tutorial_chris,steps,42,steps_format_02
d1_tutorial_chris,45,say,luna,default,저는 평범하다고 생각합니다.,I consider myself ordinary.,dlg_d1_tutorial_chris_043,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_043,scene_d1_tutorial_chris,steps,43,steps_format_02
d1_tutorial_chris,46,say,chris,default,"...그렇게 생각하면 할 말은 없지.
지금 몰라도 나중에 또 알려 줄 테니 괜찮을 거다.","...If that's how you see it, I've got nothing to add.
Don't worry — if it doesn't stick now, I'll walk you through it again later.",dlg_d1_tutorial_chris_044,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_044,scene_d1_tutorial_chris,steps,44,steps_format_02
d1_tutorial_chris,47,say,chris,default,"제조를 시작하면 담아둔 것들이 올바른 순서로 진행된다.
술은 <name>목표선</name>에 맞춰 멈추고, 저을 땐 스푼으로 원을 그리면 돼.","Once you start, everything you stocked plays out in proper order.
Stop the pour at the <name>target line</name>; stir by drawing circles with the spoon.",dlg_d1_tutorial_chris_045,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_045,scene_d1_tutorial_chris,steps,45,steps_format_02
d1_tutorial_chris,48,say,chris,default,"레시피의 <name>정량</name>에 가까울수록 <world>완성도</world>가 올라간다.
헷갈리면 레시피 노트를 다시 봐도 좋아.","The closer you are to the recipe's <name>exact measures</name>, the higher the <world>quality</world>.
Check the recipe note anytime you're unsure.",dlg_d1_tutorial_chris_046,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_046,scene_d1_tutorial_chris,steps,46,steps_format_02
d1_tutorial_chris,49,say,chris,default,그리고 마무리로 손님한테 제공하면 끝이야.,"Then serve it to the guest, and you're done.",dlg_d1_tutorial_chris_047,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_047,scene_d1_tutorial_chris,steps,47,steps_format_02
d1_tutorial_chris,50,say,luna,default,이해했습니다.,Understood.,dlg_d1_tutorial_chris_048,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_048,scene_d1_tutorial_chris,steps,48,steps_format_02
d1_tutorial_chris,51,say,chris,default,좋아. 그럼 <order>진토닉</order> 한 잔 만들어 봐.,Good. Now — make me a <order>Gin & Tonic</order>.,dlg_d1_tutorial_chris_049,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_049,scene_d1_tutorial_chris,steps,49,steps_format_02
d1_tutorial_chris,52,say,luna,default,주문받았습니다.,Order received.,dlg_d1_tutorial_chris_050,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_050,scene_d1_tutorial_chris,steps,50,steps_format_02
d1_tutorial_chris,53,say,luna,default,"(<order>진토닉</order> 한 잔… 진을 먼저 붓고, 탄산수로 채우기.)","(One <order>Gin & Tonic</order>... pour the gin first, then top it with carbonated water.)",dlg_d1_tutorial_chris_051,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_051,scene_d1_tutorial_chris,steps,51,steps_format_02
d1_tutorial_chris,54,order,chris,exact:gin_tonic,진토닉 한 잔. 진을 먼저 붓고 탄산수로 채워.,"One Gin & Tonic. Pour the gin first, then top it with carbonated water.",dlg_d1_tutorial_chris_052,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_052,scene_d1_tutorial_chris,steps,52,steps_format_02
d1_tutorial_chris,55,craft,\N,tutorial:gin_tonic,\N,\N,\N,\N,\N,wait,\N,script/bar/day0,step_d1_tutorial_chris_craft_55,scene_d1_tutorial_chris,steps,53,steps_format_03
d1_tutorial_chris,56,serve,chris,\N,\N,\N,\N,\N,\N,wait,\N,script/bar/day0,step_d1_tutorial_chris_serve_56,scene_d1_tutorial_chris,steps,54,steps_format_04
d1_tutorial_chris,57,say,luna,default,어떤가요?,How is it?,dlg_d1_tutorial_chris_053,grade >= excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_053,scene_d1_tutorial_chris,steps,55,steps_format_05
d1_tutorial_chris,58,say,chris,success,…생각보다 재능이 있군.,...More talent than I expected.,dlg_d1_tutorial_chris_054,grade >= excellent,affinity.chris += 5,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_054,scene_d1_tutorial_chris,steps,56,steps_format_06
d1_tutorial_chris,59,say,luna,default,이제 반복 학습에서 벗어날 수 있나요?,Does this mean I'm free from the repetition drills?,dlg_d1_tutorial_chris_055,grade >= excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_055,scene_d1_tutorial_chris,steps,57,steps_format_05
d1_tutorial_chris,60,say,chris,default,그래. 기본적인 제조 수업은 끝이야.,Yes. The basic mixing lessons are over.,dlg_d1_tutorial_chris_056,grade >= excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_056,scene_d1_tutorial_chris,steps,58,steps_format_05
d1_tutorial_chris,61,say,luna,default,어떤가요?,How is it?,dlg_d1_tutorial_chris_057,grade >= good && grade < excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_057,scene_d1_tutorial_chris,steps,59,steps_format_05
d1_tutorial_chris,62,say,chris,default,.....,.....,dlg_d1_tutorial_chris_058,grade >= good && grade < excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_058,scene_d1_tutorial_chris,steps,60,steps_format_05
d1_tutorial_chris,63,say,luna,default,맛이 이상합니까?,Does it taste wrong?,dlg_d1_tutorial_chris_059,grade >= good && grade < excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_059,scene_d1_tutorial_chris,steps,61,steps_format_05
d1_tutorial_chris,64,say,chris,default,괜찮군.,Not bad.,dlg_d1_tutorial_chris_060,grade >= good && grade < excellent,affinity.chris += 1,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_060,scene_d1_tutorial_chris,steps,62,steps_format_06
d1_tutorial_chris,65,say,chris,default,이 정도면 기본적인 제조법은 익힌 것 같아.,"At this level, I'd say you've got the basics down.",dlg_d1_tutorial_chris_061,grade >= good && grade < excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_061,scene_d1_tutorial_chris,steps,63,steps_format_05
d1_tutorial_chris,66,say,luna,default,다행이네요.,That's a relief.,dlg_d1_tutorial_chris_062,grade >= good && grade < excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_062,scene_d1_tutorial_chris,steps,64,steps_format_05
d1_tutorial_chris,67,say,chris,default,"아직 개선할 부분은 있지만, 나머지는 일하면서 익히면 되겠어.","There's still room to improve, but the rest you can pick up on the job.",dlg_d1_tutorial_chris_063,grade >= good && grade < excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_063,scene_d1_tutorial_chris,steps,65,steps_format_05
d1_tutorial_chris,68,say,luna,default,확인했습니다.,Acknowledged.,dlg_d1_tutorial_chris_064,grade >= good && grade < excellent,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_064,scene_d1_tutorial_chris,steps,66,steps_format_05
d1_tutorial_chris,69,say,chris,fail,아직 손님에게 내놓기엔 완성도가 부족한데.,This isn't ready to serve to a customer yet.,dlg_d1_tutorial_chris_065,grade < good,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_065,scene_d1_tutorial_chris,steps,67,steps_format_05
d1_tutorial_chris,70,say,luna,default,레시피와 제조 과정을 다시 확인하겠습니다.,I'll check the recipe and how I made it again.,dlg_d1_tutorial_chris_066,grade < good,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_066,scene_d1_tutorial_chris,steps,68,steps_format_05
d1_tutorial_chris,71,say,chris,default,"이런 식이면 곤란한데, 루나.
제대로 만들어.","This won't do, Luna.
Make it properly.",dlg_d1_tutorial_chris_067,grade < good,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_067,scene_d1_tutorial_chris,steps,69,steps_format_05
d1_tutorial_chris,72,say,luna,default,"네, 알겠습니다.","Yes, understood.",dlg_d1_tutorial_chris_068,grade < good,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_068,scene_d1_tutorial_chris,steps,70,steps_format_05
d1_tutorial_chris,73,say,luna,default,(<order>진토닉</order> 한 잔이야… 제대로 확인해 보자.),(One <order>Gin & Tonic</order>... let's check it properly this time.),dlg_d1_tutorial_chris_069,grade < good,flag.d1_tutorial_retry = true,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_069,scene_d1_tutorial_chris,steps,71,steps_format_06
d1_tutorial_chris,74,order,chris,exact:gin_tonic,진토닉 한 잔. 진을 먼저 붓고 탄산수로 채워.,"One Gin & Tonic. Pour the gin first, then top it with carbonated water.",dlg_d1_tutorial_chris_070,flag.d1_tutorial_retry,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_chris_070,scene_d1_tutorial_chris,steps,72,steps_format_05
d1_tutorial_chris,75,craft,\N,order,\N,\N,\N,flag.d1_tutorial_retry,\N,wait,\N,script/bar/day0,step_d1_tutorial_chris_craft_75,scene_d1_tutorial_chris,steps,73,steps_format_07
d1_tutorial_chris,76,serve,chris,\N,\N,\N,\N,flag.d1_tutorial_retry,flag.d1_tutorial_retry = false,wait,\N,script/bar/day0,step_d1_tutorial_chris_serve_76,scene_d1_tutorial_chris,steps,74,steps_format_08
d1_tutorial_chris,77,say,chris,default,"방금은 내가 원하는 칵테일을 정확히 주문했지만,
손님에 따라서는 주문을 <world>애매하게</world> 하거나 <world>칵테일 선택</world>을 맡길 수도 있어.","Just now I told you exactly what I wanted — but some guests
will order <world>vaguely</world>, or leave the <world>choice of cocktail</world> entirely to you.",dlg_d1_tutorial_wrap_001,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_001,scene_d1_tutorial_chris,steps,75,steps_format_02
d1_tutorial_chris,78,say,luna,default,그러면 제 마음대로 만들어 주면 되는 건가요?,Then I may make whatever I like?,dlg_d1_tutorial_wrap_002,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_002,scene_d1_tutorial_chris,steps,76,steps_format_02
d1_tutorial_chris,79,say,chris,default,그래도 되겠지. 하지만 아무 생각 없이 만들어서는 안 돼.,You could. But never mix without thinking.,dlg_d1_tutorial_wrap_003,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_003,scene_d1_tutorial_chris,steps,77,steps_format_02
d1_tutorial_chris,80,say,luna,default,그러면 어떻게 해야 하죠?,Then what should I do?,dlg_d1_tutorial_wrap_004,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_004,scene_d1_tutorial_chris,steps,78,steps_format_02
d1_tutorial_chris,81,say,chris,default,"애매한 주문이라도 최대한 <world>의도</world>를 파악하려고 해 봐.
눈앞에 있는 손님이 어떤 맛을 좋아할지도 생각해 보고.","Even with a vague order, try to read the <world>intent</world> behind it.
And think about what the guest in front of you might actually enjoy.",dlg_d1_tutorial_wrap_005,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_005,scene_d1_tutorial_chris,steps,79,steps_format_02
d1_tutorial_chris,82,say,luna,default,크리스도 알다시피 저는 타인의 취향을 짐작하는 일에는 익숙하지 않습니다.,"As you well know, Chris, guessing other people's tastes is not something I'm used to.",dlg_d1_tutorial_wrap_006,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_006,scene_d1_tutorial_chris,steps,80,steps_format_02
d1_tutorial_chris,83,say,chris,default,뭐든 해 보려는 마음가짐이 중요한 거지.,What matters is the willingness to try.,dlg_d1_tutorial_wrap_007,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_007,scene_d1_tutorial_chris,steps,81,steps_format_02
d1_tutorial_chris,84,say,chris,default,"헷갈리면 가이드 칩에 기록된 <name>칵테일 설명</name>을 읽어 봐.
어떤 사람에게 어울리는지 판단하는 데 도움이 될 거야.","If you get lost, read the <name>cocktail descriptions</name> on the guide chip.
They'll help you judge who a drink suits.",dlg_d1_tutorial_wrap_008,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_008,scene_d1_tutorial_chris,steps,82,steps_format_02
d1_tutorial_chris,85,say,chris,default,"거기에 맛을 기준으로 <name>필터링</name>하는 기능도 있으니까
그걸 활용해도 좋고.","There's also a <name>filter</name> that sorts by flavor.
Feel free to lean on that, too.",dlg_d1_tutorial_wrap_009,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_009,scene_d1_tutorial_chris,steps,83,steps_format_02
d1_tutorial_chris,86,say,luna,default,노력해 보겠습니다.,I will try.,dlg_d1_tutorial_wrap_010,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_010,scene_d1_tutorial_chris,steps,84,steps_format_02
d1_tutorial_chris,87,say,chris,default,좋아. 처음에는 그렇게 시작하는 거지.,Good. That's how everyone starts.,dlg_d1_tutorial_wrap_011,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_011,scene_d1_tutorial_chris,steps,85,steps_format_02
d1_tutorial_chris,88,say,luna,default,아직 배워야 될 게 또 남았나요?,Is there more I need to learn?,dlg_d1_tutorial_wrap_012,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_012,scene_d1_tutorial_chris,steps,86,steps_format_02
d1_tutorial_chris,89,say,chris,default,"음... 바텐더의 마음가짐이라든가,
손님 대하는 방법 같은 것들도 알려 줘야 하지만…","Hm... there's still the bartender's mindset,
how to handle guests, that sort of thing...",dlg_d1_tutorial_wrap_013,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_013,scene_d1_tutorial_chris,steps,87,steps_format_02
d1_tutorial_chris,90,say,luna,default,.....,.....,dlg_d1_tutorial_wrap_014,\N,\N,wait,\N,script/bar/day0,dlg_d1_tutorial_wrap_014,scene_d1_tutorial_chris,steps,88,steps_format_02
